2.355692443847656250e+02,2.595226745605468750e+02,2.399650726318359375e+02,2.746544189453125000e+02,3.018781738281250000e+02,2.779250488281250000e+02,2.421004180908203125e+02,1.997402343750000000e+02,3.256874389648437500e+02,3.094447021484375000e+02,2.953592834472656250e+02,3.518118286132812500e+02,3.387955627441406250e+02,3.821838989257812500e+02,4.321866760253906250e+02,2.268640747070312500e+02,2.355937194824218750e+02,2.236437530517578125e+02,2.453866271972656250e+02,4.332629394531250000e+02,4.408873901367187500e+02,4.343943786621093750e+02,3.713342285156250000e+02,3.669756469726562500e+02,3.518145141601562500e+02,1.000000000000000000e+00
1.388485260009765625e+02,1.835874786376953125e+02,1.541105957031250000e+02,1.749317932128906250e+02,2.082937011718750000e+02,2.130218811035156250e+02,2.767629089355468750e+02,2.377340698242187500e+02,2.681540832519531250e+02,2.444320373535156250e+02,2.320875091552734375e+02,3.309533691406250000e+02,2.900317382812500000e+02,3.537276611328125000e+02,4.136793518066406250e+02,1.284438934326171875e+02,1.407957611083984375e+02,1.302796630859375000e+02,1.588179626464843750e+02,4.459887390136718750e+02,4.450131530761718750e+02,4.164834289550781250e+02,3.651222839355468750e+02,3.556766967773437500e+02,3.366692199707031250e+02,1.000000000000000000e+00
1.259343566894531250e+02,1.469930419921875000e+02,1.307540588378906250e+02,1.518583679199218750e+02,1.567120971679687500e+02,1.626660308837890625e+02,1.967381439208984375e+02,1.648533172607421875e+02,2.016312866210937500e+02,1.881115264892578125e+02,1.994606323242187500e+02,2.162196960449218750e+02,2.140548706054687500e+02,2.410784606933593750e+02,2.724707641601562500e+02,1.188985595703125000e+02,1.264386901855468750e+02,1.167541580200195312e+02,1.340214538574218750e+02,2.837924804687500000e+02,2.859664916992187500e+02,2.724562377929687500e+02,2.172796936035156250e+02,2.173180236816406250e+02,2.156704711914062500e+02,1.000000000000000000e+00
2.047120971679687500e+02,2.404203643798828125e+02,2.166676330566406250e+02,2.522572021484375000e+02,2.523495178222656250e+02,2.667514038085937500e+02,3.210110778808593750e+02,2.684483032226562500e+02,3.168126831054687500e+02,3.015017700195312500e+02,3.558492431640625000e+02,3.643630676269531250e+02,3.320658569335937500e+02,4.042185668945312500e+02,4.611591491699218750e+02,1.928964538574218750e+02,2.047388610839843750e+02,1.920301208496093750e+02,2.175101318359375000e+02,4.747009887695312500e+02,4.806539001464843750e+02,4.628421020507812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.686227722167968750e+02,1.000000000000000000e+00
3.421238403320312500e+02,3.992336425781250000e+02,3.600817260742187500e+02,2.457106628417968750e+02,1.430438385009765625e+02,4.335347290039062500e+02,4.187466430664062500e+02,4.105870971679687500e+02,5.427569580078125000e+02,5.232276000976562500e+02,6.488386840820312500e+02,7.531939697265625000e+02,5.639058837890625000e+02,6.993925170898437500e+02,5.950067138671875000e+02,3.257962646484375000e+02,3.420766601562500000e+02,3.239947509765625000e+02,3.648806152343750000e+02,6.308663330078125000e+02,6.292332153320312500e+02,5.802509155273437500e+02,7.727851562500000000e+02,7.581388549804687500e+02,7.597337646484375000e+02,1.000000000000000000e+00
7.215675048828125000e+02,8.598391723632812500e+02,7.817536621093750000e+02,5.475046997070312500e+02,5.688919067382812500e+02,9.346058349609375000e+02,8.174401855468750000e+02,6.255704345703125000e+02,1.140267333984375000e+03,1.079876953125000000e+03,1.037283691406250000e+03,1.307141967773437500e+03,1.197097778320312500e+03,1.456314575195312500e+03,1.654944580078125000e+03,6.826987915039062500e+02,7.285329589843750000e+02,6.931080322265625000e+02,7.783640136718750000e+02,1.683316650390625000e+03,1.711722412109375000e+03,1.669020263671875000e+03,1.431310302734375000e+03,1.399424560546875000e+03,1.328334716796875000e+03,1.000000000000000000e+00
0.000000000000000000e+00,1.277114257812500000e+03,1.377545410156250000e+03,1.154302734375000000e+03,8.928403320312500000e+02,1.187604492187500000e+03,9.317506103515625000e+02,8.314528808593750000e+02,1.761994140625000000e+03,1.834240722656250000e+03,2.241514160156250000e+03,2.018085083007812500e+03,1.689518798828125000e+03,2.101918945312500000e+03,2.480775146484375000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.232322998046875000e+03,1.087503173828125000e+03,2.447425781250000000e+03,2.458852050781250000e+03,2.525387207031250000e+03,2.129930908203125000e+03,2.107522705078125000e+03,1.979129028320312500e+03,1.000000000000000000e+00
2.780713195800781250e+02,2.960296630859375000e+02,2.691196899414062500e+02,2.178040161132812500e+02,2.064754638671875000e+02,3.249599609375000000e+02,2.869526367187500000e+02,2.311034240722656250e+02,3.864514160156250000e+02,3.652376098632812500e+02,3.931274719238281250e+02,4.713555297851562500e+02,4.087750244140625000e+02,4.635111083984375000e+02,5.149021606445312500e+02,2.612864074707031250e+02,2.814274902343750000e+02,2.490756225585937500e+02,2.958757934570312500e+02,5.115866699218750000e+02,5.238406372070312500e+02,5.204400634765625000e+02,4.713316345214843750e+02,0.000000000000000000e+00,4.824523620605468750e+02,1.000000000000000000e+00
1.105717651367187500e+03,1.178343627929687500e+03,1.111662231445312500e+03,9.750454711914062500e+02,9.282819824218750000e+02,1.233658813476562500e+03,1.097089111328125000e+03,9.518569946289062500e+02,1.387872680664062500e+03,1.338311401367187500e+03,1.271468261718750000e+03,1.446124511718750000e+03,1.442925537109375000e+03,1.599974609375000000e+03,1.733721923828125000e+03,1.073845458984375000e+03,1.108768798828125000e+03,1.068116333007812500e+03,1.140912963867187500e+03,1.774393066406250000e+03,1.789097290039062500e+03,1.733717773437500000e+03,1.524498291015625000e+03,1.512760009765625000e+03,1.460405029296875000e+03,1.000000000000000000e+00
4.441567382812500000e+02,4.932313842773437500e+02,4.659685668945312500e+02,3.926242065429687500e+02,3.517389221191406250e+02,5.244323730468750000e+02,4.796125793457031250e+02,4.265437622070312500e+02,6.115525512695312500e+02,5.978795166015625000e+02,7.147858886718750000e+02,8.032393798828125000e+02,6.292505493164062500e+02,7.650831298828125000e+02,6.672894287109375000e+02,4.333672790527343750e+02,4.482982788085937500e+02,0.000000000000000000e+00,4.755200805664062500e+02,7.080130615234375000e+02,7.039257812500000000e+02,6.577070312500000000e+02,8.126864013671875000e+02,8.045386962890625000e+02,8.154372558593750000e+02,1.000000000000000000e+00
4.741473693847656250e+02,4.975943908691406250e+02,4.809328613281250000e+02,4.321582641601562500e+02,4.203861083984375000e+02,5.122702636718750000e+02,4.702727661132812500e+02,4.301283569335937500e+02,5.650757446289062500e+02,5.562535400390625000e+02,6.198338623046875000e+02,6.794479980468750000e+02,5.777852783203125000e+02,6.481694335937500000e+02,5.982960815429687500e+02,4.634078674316406250e+02,4.721545410156250000e+02,4.634445495605468750e+02,4.848503417968750000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.923818969726562500e+02,6.813687744140625000e+02,6.784011230468750000e+02,6.853170166015625000e+02,1.000000000000000000e+00
0.000000000000000000e+00,3.437983093261718750e+02,2.752105407714843750e+02,3.376326904296875000e+02,4.107268066406250000e+02,4.153995666503906250e+02,5.828203125000000000e+02,4.519487304687500000e+02,5.508593139648437500e+02,5.005656127929687500e+02,4.381063842773437500e+02,6.316433715820312500e+02,6.056763916015625000e+02,7.412642822265625000e+02,8.387415771484375000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.879699707031250000e+02,6.818368530273437500e+02,6.346533203125000000e+02,1.000000000000000000e+00
